PM2.5,PM10,TEMP,PRES,DEWP,RAIN,WSPM,PM2.5*,PM10*,SO2*,NO2*,CO*,O3*,CO,O3,SO2,NO2
88,157,17,1012.4,6.2,0,1.8,78,118,22,59,800,95,900,69,28,80
105,172,15.8,1012.4,6.8,0,1,88,157,28,80,900,69,1100,38,33,109
114,181,14.7,1012.4,7.5,0,0.8,105,172,33,109,1100,38,1100,18,33,122
119,176,14.6,1012.6,7.9,0,1.3,114,181,33,122,1100,18,1200,3,30,129
124,208,13.8,1012.9,8.2,0,1.2,119,176,30,129,1200,3,1200,2,26,125
129,219,13.5,1013.2,8.1,0,1.1,124,208,26,125,1200,2,1700,2,24,126
135,266,13.8,1013.7,8.4,0,1.1,129,219,24,126,1700,2,2100,2,24,122
135,241,15.7,1014.4,8.2,0,1,135,266,24,122,2100,2,2100,2,24,122
158,236,17.6,1014.6,8.2,0,1.5,135,241,24,122,2100,2,1600,5,42,105
158,236,19.4,1014.8,9,0,1.8,158,236,42,105,1600,5,1600,5,42,105
176,267,21.1,1014.6,9,0,0.2,158,236,42,105,1600,5,1600,33,57,100
188,271,23.3,1014.2,9.3,0,0.5,176,267,57,100,1600,33,1600,58,60,96
188,250,24.6,1013.3,10.1,0,2.2,188,271,60,96,1600,58,1600,103,56,79
183,230,25.8,1012.5,10.8,0,2.6,188,250,56,79,1600,103,1399,161,56,57
194,257,27.3,1011.8,10.5,0,1.7,183,230,56,57,1399,161,1500,181,55,60
203,289,27.9,1010.7,11,0,2.8,194,257,55,60,1500,181,1399,227,64,47
203,289,27.7,1010,12.1,0,1.9,203,289,64,47,1399,227,1399,227,64,47
198,266,27.2,1009.8,12,0,2.8,203,289,64,47,1399,227,1300,250,57,27
207,267,26.2,1009.6,12.3,0,1.7,198,266,57,27,1300,250,1600,260,72,28
222,298,25,1009.9,11.9,0,1.5,207,267,72,28,1600,260,1700,250,70,32
230,296,23.4,1010.6,13.6,0,0.9,222,298,70,32,1700,250,1899,237,73,36
239,313,22.7,1011.2,13.7,0,1.3,230,296,73,36,1899,237,2100,210,72,38
253,312,20.8,1011.3,14.2,0,0.6,239,313,72,38,2100,210,1899,183,56,42
264,304,19.1,1011.4,15.2,0,0,253,312,56,42,1899,183,1899,166,48,45
275,309,18.5,1011.4,15.2,0,0.9,264,304,48,45,1899,166,1899,141,46,53
272,301,17.7,1011.3,15.1,0,0,275,309,46,53,1899,141,1899,99,42,74
287,321,17.2,1010.9,15.2,0,1,272,301,42,74,1899,99,2000,52,36,102
291,325,16.4,1010.9,14.8,0,0.2,287,321,36,102,2000,52,2000,35,33,106
292,307,16,1010.8,14.7,0,0.1,291,325,33,106,2000,35,2000,39,37,95
301,311,15.7,1011,14.6,0,0,292,307,37,95,2000,39,2299,4,33,124
313,348,15.5,1011.4,14.7,0,0.2,301,311,33,124,2299,4,2399,2,33,136
312,393,17.5,1011.8,16,0,0.1,313,348,33,136,2399,2,2500,2,29,132
318,380,20,1011.9,15.4,0,0.9,312,393,29,132,2500,2,2200,13,32,111
311,330,22,1011.9,15.1,0,1.1,318,380,32,111,2200,13,2000,58,38,84
271,294,24,1011.7,15.5,0,1.2,311,330,38,84,2000,58,1800,140,44,49
284,342,25.5,1011.3,14.9,0,1.8,271,294,44,49,1800,140,1899,148,48,60
300,334,27.2,1010.4,14.6,0,1.9,284,342,48,60,1899,148,2000,177,48,62
315,322,28.9,1009.7,11.5,0,2,300,334,48,62,2000,177,2000,233,51,59
307,323,30.8,1009,7.3,0,3.2,315,322,51,59,2000,233,1800,278,48,55
166,166,31.5,1008.3,8.5,0,2.6,307,323,48,55,1800,278,NA,289.5984,34,25
136,95,30.8,1008.1,5.2,0,3.2,166,166,34,25,NA,289.5984,900,278,25,21
125,82,30.6,1008,4.3,0,3.3,136,95,25,21,900,278,1000,295,29,24
90,29,29.2,1008.2,5.3,0,2.5,125,82,29,24,1000,295,900,272,27,24
58,59,27.9,1008.9,8.7,0,1.4,90,29,27,24,900,272,800,246,28,28
131,177,26.7,1009.3,9.5,0,1.8,58,59,28,28,800,246,1000,235,36,41
149,282,26.1,1010,10.3,0,2.3,131,177,36,41,1000,235,1300,229,50,51
149,282,24,1010.3,11,0,1.1,149,282,50,51,1300,229,1300,229,50,51
155,245,23.2,1010.6,13.1,0,1.8,149,282,50,51,1300,229,1500,219,52,48
158,245,23.6,1010.9,14,0,2.1,155,245,52,48,1500,219,1600,199,50,52
155,222,22.9,1010.7,13.7,0,0.9,158,245,50,52,1600,199,1500,180,50,46
172,255,19.6,1010.8,13.8,0,0.1,155,222,50,46,1500,180,1500,144,48,56
172,236,18.2,1010.9,14.5,0,0,172,255,48,56,1500,144,1399,137,40,56
182,228,17.5,1010.7,14.4,0,0.8,172,236,40,56,1399,137,1500,113,37,58
166,167,16.6,1010.9,14.4,0,0.4,182,228,37,58,1500,113,1300,88,33,68
158,168,16.9,1011.3,15.1,0,0.8,166,167,33,68,1300,88,1300,63,32,82
166,179,19.3,1012,15.4,0,1.1,158,168,32,82,1300,63,1300,74,30,61
179,210,21.2,1012.5,15.7,0,1.1,166,179,30,61,1300,74,1500,41,28,78
169,268,23.5,1012.9,16,0,1.3,179,210,28,78,1500,41,1800,6,29,141
181,267,24.6,1013,14.4,0,0.6,169,268,29,141,1800,6,1800,14,37,156
207,286,26,1012.8,14.1,0,1.4,181,267,37,156,1800,14,1899,40,38,170
207,286,27.8,1012.2,11.8,0,3.2,207,286,38,170,1899,40,1899,40,38,170
184,285,28.8,1011.3,11.4,0,1.4,207,286,38,170,1899,40,1800,85,39,144
146,213,29.2,1010.6,10.8,0,3.1,184,285,39,144,1800,85,1100,248,40,37
146,105,29.5,1009.8,10.1,0,3,146,213,40,37,1100,248,1100,248,40,37
138,142,29.6,1009.3,10.7,0,4.1,146,105,40,37,1100,248,1000,281,72,24
142,155,28.6,1009.2,11.2,0,1.4,138,142,72,24,1000,281,1100,278,74,26
142,155,28.3,1009,10,0,1.3,142,155,74,26,1100,278,1500,306,75,26
171,195,27.6,1009.2,12,0,2.8,142,155,75,26,1500,306,1800,306,86,34
151,179,26.4,1009.6,10.5,0,1.8,171,195,86,34,1800,306,1800,300,91,44
192,284,25.5,1009.9,8.9,0,2.1,151,179,91,44,1800,300,2000,300,83,55
192,283,24.3,1010.3,10.2,0,1.4,192,284,83,55,2000,300,2000,285,82,55
170,173,23.4,1010.4,10.8,0,1,192,283,82,55,2000,285,1500,146,63,81
170,173,22.8,1010.5,10.2,0,1.1,170,173,63,81,1500,146,1500,146,63,81
188,206,20.7,1010.5,11.3,0,1.8,170,173,63,81,1500,146,1600,121,72,95
228,285,19.1,1010.3,10.1,0,1.5,188,206,72,95,1600,121,1600,185,99,57
208,244,18.3,1010,9.9,0,1.6,228,285,99,57,1600,185,2100,161,98,56
184,207,17.6,1010.3,10,0,1.3,208,244,98,56,2100,161,1899,84,64,65
180,312,16.9,1010.2,9.3,0,1.1,184,207,64,65,1899,84,1100,34,46,112
180,127,15.8,1010.4,9.2,0,0.8,180,312,46,112,1100,34,1100,34,46,51
127,79,18.4,1011,9.5,0,1.8,180,127,46,51,1100,34,1100,73,33,53
126,112,19.9,1011.2,9.5,0,2.5,127,79,33,53,1100,73,1100,73,33,53
99,112,20.4,1011.3,9.3,0,2.9,126,112,33,53,1100,73,1600,62,52,66
137,160,22.3,1011.2,9.8,0,1.9,99,112,52,66,1600,62,2200,62,73,71
NA,169,22.1,1011,9.6,0,1.9,137,160,73,71,2200,62,NA,76.4694,93,64
NA,214,22.7,1010.5,10.2,0,0.8,NA,169,93,64,NA,76.4694,2100,72,89,73
96,135,23.9,1010,11.2,0,1.6,NA,214,89,73,2100,72,2299,78,94,78
161,187,23.3,1009.9,11.7,0,1.6,96,135,94,78,2299,78,2399,125,100,75
182,240,23.4,1009.4,13,0,1.2,161,187,100,75,2399,125,2399,167,86,63
181,239,22.4,1008.9,14.8,0,1.7,182,240,86,63,2399,167,2399,167,85,63
172,186,22.2,1008.6,11.9,0,1.7,181,239,85,63,2399,167,1800,149,55,46
115,187,22.5,1008.3,11.9,0,1.8,172,186,55,46,1800,149,1100,136,29,34
92,92,22.3,1008.4,9.1,0,1.2,115,187,29,34,1100,136,1100,114,22,46
131,161,21.5,1008.8,12.3,0,1.5,92,92,22,46,1100,114,1300,113,26,54
109,114,20.9,1009.6,10.7,0,4.1,131,161,26,54,1300,113,1100,110,23,47
109,114,19.5,1009.5,10.2,0,2.2,109,114,23,47,1100,110,1100,110,23,47
80,101,19,1009.3,9.2,0,3.1,109,114,23,47,1100,110,1100,98,17,42
39,39,18.2,1008.9,9.8,0,1.9,80,101,17,42,1100,98,700,89,9,29
49,69,17.8,1008.3,10.2,0,1,39,39,9,29,700,89,700,72,14,31
28,43,17.6,1007.7,10.7,0,1.5,49,69,14,31,700,72,800,66,15,30
29,47,17.6,1007.4,10.7,0,1.5,28,43,15,30,800,66,700,62,13,29
53,47,17.8,1007.1,10.9,0,0.8,29,47,13,29,700,62,700,58,13,33
26,33,17.7,1007,10.6,0,1,53,47,13,33,700,58,700,52,14,40
29,49,17.5,1007.1,11.3,0,1.9,26,33,14,40,700,52,700,38,15,50
33,45,17.3,1007.3,11.3,0,1.8,29,49,15,50,700,38,700,34,15,52
33,45,17.3,1007.7,9.5,0,2.5,33,45,15,52,700,34,700,34,15,52
63,105,17.4,1007.9,9.6,0,1.9,33,45,15,52,700,34,800,22,17,64
59,59,17.4,1007.2,10.5,0,2.6,63,105,17,64,800,22,700,45,16,48
30,14,17.9,1007.1,11.2,0,2.1,59,59,16,48,700,45,500,82,11,34
3,14,18,1006.5,11.3,0,1.6,30,14,11,34,500,82,600,70,10,48
26,45,18.5,1005.7,11.3,0,2.2,3,14,10,48,600,70,600,80,11,41
29,63,19.3,1004.9,11.1,0,1.9,26,45,11,41,600,80,600,85,8,37
10,38,19.2,1003.9,11,0,2.6,29,63,8,37,600,85,600,96,6,29
37,14,18.8,1003.8,10.9,0,1.4,10,38,6,29,600,96,600,108,11,30
37,37,19,1003.6,10.5,0,0.8,37,14,11,30,600,108,600,108,11,30
39,39,18.9,1003.4,11,0,1.2,37,37,11,30,600,108,700,80,17,37
62,66,18.5,1003.8,10.8,0,0.9,39,39,17,37,700,80,NA,80,10,43
63,85,17.6,1004.1,11.2,0,1.6,62,66,10,43,NA,80,800,88,10,49
59,96,17.4,1004.1,11.2,0,1.7,63,85,10,49,800,88,800,75,9,53
61,80,16.3,1004.4,11.2,0,1,59,96,9,53,800,75,800,75,10,50
56,63,14.6,1004.1,11.7,0,0.5,61,80,10,50,800,75,800,64,11,53
66,86,12.7,1003.2,11.1,0,0.4,56,63,11,53,800,64,900,44,10,69
74,97,12,1002.3,11.1,0,1.1,66,86,10,69,900,44,900,37,10,71
86,110,11.4,1001.5,10.5,0,0,74,97,10,71,900,37,900,20,10,90
94,96,10.8,1000.7,10,0,1.4,86,110,10,90,900,20,1000,21,10,89
102,129,10.2,999.9,9.4,0,0.8,94,96,10,89,1000,21,1100,18,10,89
103,126,9.8,999.8,9.2,0,0.5,102,129,10,89,1100,18,1200,19,10,85
102,134,10.4,999.6,9.9,0,0.1,103,126,10,85,1200,19,1300,19,10,81
106,137,14.9,999.5,13.9,0,1.5,102,134,10,81,1300,19,1500,21,11,79
112,143,19.9,999.5,7.3,0,1.8,106,137,11,79,1500,21,1500,27,14,90
93,142,23.4,999.6,-0.2,0,2.5,112,143,14,90,1500,27,1300,36,16,94
28,74,25,999.2,-1.8,0,2.8,93,142,16,94,1300,36,600,71,8,39
12,76,25.8,998.6,-0.3,0,4.4,28,74,8,39,600,71,300,98,7,9
10,53,27.4,997.9,-1.5,0,5,12,76,7,9,300,98,400,102,8,9
12,51,28.1,997.2,-2.9,0,4.8,10,53,8,9,400,102,300,109,7,9
9,46,29.3,996.5,-2,0,5.9,12,51,7,9,300,109,300,116,4,7
15,52,30.1,995.5,-2.4,0,3.8,9,46,4,7,300,116,300,118,3,5
11,45,30.7,994.7,-4.4,0,3.9,15,52,3,5,300,118,300,122,4,6
11,51,31,994.2,-4.2,0,4.6,11,45,4,6,300,122,300,125,4,7
12,45,30.5,993.7,-6,0,3.3,11,51,4,7,300,125,300,120,4,10
18,53,27.6,994.5,-1.4,0,3.9,12,45,4,10,300,120,300,115,4,14
51,113,26.5,995,0.2,0,3.7,18,53,4,14,300,115,400,126,8,25
56,134,25.8,995.5,1.8,0,4.4,51,113,8,25,400,126,500,134,20,28
41,139,24.7,995.6,2.8,0,3.6,56,134,20,28,500,134,500,123,22,31
85,153,23.5,995.6,3.4,0,2.4,41,139,22,31,500,123,600,103,24,42
53,157,22.1,995.3,4.2,0,1.9,85,153,24,42,600,103,700,88,28,49
54,164,19.5,994.5,4.4,0,1.1,53,157,28,49,700,88,800,63,29,66
57,180,18.5,993.8,4.6,0,1.1,54,164,29,66,800,63,800,36,28,87
55,176,18.2,993,4.7,0,1,57,180,28,87,800,36,800,28,27,91
53,163,14.1,992.6,6.4,0,1,55,176,27,91,800,28,800,25,27,89
55,180,13.6,992.2,5.7,0,0.6,53,163,27,89,800,25,800,12,25,98
55,172,14.1,992,6.2,0,0.6,55,180,25,98,800,12,900,11,21,92
60,196,17.9,991.7,5.8,0,1.1,55,172,21,92,900,11,1100,14,22,90
68,221,20.6,991.4,5,0,1.4,60,196,22,90,1100,14,1200,23,24,93
162,173,23.7,990.9,3.6,0,1.8,68,221,24,93,1200,23,1000,31,22,86
78,143,26.8,990.9,3.3,0,2,162,173,22,86,1000,31,900,51,22,87
79,143,29.7,990.3,-0.7,0,2.7,78,143,22,87,900,51,NA,64.26,23,88
36,89,31.4,989.9,-5.3,0,5.4,79,143,23,88,NA,64.26,600,87,12,42
26,176,32.2,989.6,-6.3,0,6.1,36,89,12,42,600,87,300,110,7,9
20,129,33.1,989.2,-5.6,0,4.3,26,176,7,9,300,110,300,115,6,8
16,129,33,988.9,-7.4,0,7.6,20,129,6,8,300,115,300,121,4,7
20,98,33.2,989,-5.5,0,5.6,16,129,4,7,300,121,200,125,3,7
17,130,32.9,989.2,-5.7,0,3.7,20,98,3,7,200,125,200,121,3,8
23,108,32,989.5,-6.4,0,5,17,130,3,8,200,121,200,117,3,9
23,104,29.7,990.7,-5.2,0,0.8,23,108,3,9,200,117,300,113,3,10
20,81,27.1,991.8,-4.8,0,1.4,23,104,3,10,300,113,300,105,3,15
85,99,22,992.9,-0.7,0,0.5,20,81,3,15,300,105,600,66,5,53
41,83,19.3,993.6,-0.2,0,0.7,85,99,5,53,600,66,700,32,6,81
26,77,20.5,993.6,-1.4,0,1.2,41,83,6,81,700,32,800,23,5,84
20,61,18.8,993.9,-3.4,0,0.4,26,77,5,84,800,23,600,23,5,81
19,50,16.6,994.3,-2.5,0,1.2,20,61,5,81,600,23,500,30,5,73
21,70,15.2,994.6,-0.6,0,0.5,19,50,5,73,500,30,500,30,4,69
27,88,13.3,994.5,2.8,0,0,21,70,4,69,500,30,600,12,5,80
47,123,12.6,994.7,3.8,0,0.8,27,88,5,80,600,12,NA,NA,14,92
52,123,15.3,994.9,-3.6,0,1.2,47,123,14,92,NA,NA,900,11,13,93
37,105,17.2,995.4,-4.7,0,0.9,52,123,13,93,900,11,700,6,12,80
19,86,19.1,996.2,-3.1,0,2,37,105,12,80,700,6,400,18,7,62
18,71,21.1,996.4,-0.9,0,1,19,86,7,62,400,18,400,42,7,40
22,75,21.5,996.7,-3.8,0,1.4,18,71,7,40,400,42,400,46,6,42
27,78,24,997,-5.2,0,2.2,22,75,6,42,400,46,400,51,5,44
41,68,26.1,997,-3.5,0,1.9,27,78,5,44,400,51,400,61,5,38
22,56,27.1,996.4,-5.9,0,1.9,41,68,5,38,400,61,300,81,5,28
19,39,28.1,995.9,-7.8,0,2.7,22,56,5,28,300,81,300,98,6,23
20,39,28.9,995.6,-5.8,0,2.3,19,39,6,23,300,98,300,117,5,22
27,73,29.4,995.1,-4.2,0,2.7,20,39,5,22,300,117,400,145,8,21
306,74,29.3,995.1,-3.1,0,2.1,27,73,8,21,400,145,500,172,14,17
354,84,28.8,995,-5.9,0,2.7,306,74,14,17,500,172,600,170,16,18
32,75,28.3,995.1,-5,0,2.1,354,84,16,18,600,170,500,154,12,18
36,86,27,995.7,-1,0,2.1,32,75,12,18,500,154,900,151,25,25
47,108,24.9,996.7,-2.7,0,2.3,36,86,25,25,900,151,1300,148,39,35
47,146,23.7,997.8,-0.6,0,1.7,47,108,39,35,1300,148,900,108,25,45
314,148,22,998.2,1.1,0,1.1,47,146,25,45,900,108,800,60,14,68
230,167,20.5,998.7,0.3,0,1.4,314,148,14,68,800,60,900,45,28,77
178,201,18.6,999.4,-1.3,0,0.2,230,167,28,77,900,45,1000,18,29,100
90,135,17,999.5,1.4,0,0.9,178,201,29,100,1000,18,800,26,26,86
39,85,17.3,999.5,2.1,0,0.8,90,135,26,86,800,26,800,70,20,48
40,112,16.3,998.7,4,0,0.9,39,85,20,48,800,70,800,63,38,57
50,128,15.2,999,4.8,0,1.4,40,112,38,57,800,63,800,80,49,53
81,119,15.6,998.7,4,0,0.6,50,128,49,53,800,80,1300,45,60,72
108,156,15.3,999.4,4.9,0,1,81,119,60,72,1300,45,1700,34,76,85
131,198,19,1000,4.3,0,1,108,156,76,85,1700,34,2500,32,110,94
124,214,21.4,1000.2,3.6,0,1.4,131,198,110,94,2500,32,2500,31,104,94
122,189,21.5,1000.1,2.2,0,2.1,124,214,104,94,2500,31,1899,34,79,91
123,170,22.6,999.6,2.1,0,1.5,122,189,79,91,1899,34,1899,43,78,87
112,168,23,1000,0.1,0,1.4,123,170,78,87,1899,43,1899,62,73,80
92,144,23.9,998.7,2.1,0,2.7,112,168,73,80,1899,62,1800,100,73,57
84,139,25.5,997.8,2.8,0,2.9,92,144,73,57,1800,100,1700,111,70,54
84,138,26.9,997.1,4.6,0,1.7,84,139,70,54,1700,111,1700,111,70,54
103,154,27,996.2,4.7,0,2.9,84,138,70,54,1700,111,1399,158,61,45
124,181,26.6,996,6.1,0,2.7,103,154,61,45,1399,158,1500,156,62,54
139,215,26.4,995.8,6.4,0,2.4,124,181,62,54,1500,156,1899,166,78,50
138,214,25.5,995.9,7.1,0,2.5,139,215,78,50,1899,166,1899,166,77,49
118,237,24.3,996.1,7,0,2.4,138,214,77,49,1899,166,2200,193,90,53
154,260,23.5,996.7,7.6,0,1.2,118,237,90,53,2200,193,2600,164,85,68
145,268,22,997.9,9.8,0,1.8,154,260,85,68,2600,164,2700,150,80,66
148,275,19.9,998.4,10.9,0,0,145,268,80,66,2700,150,2700,125,76,72
148,275,19.3,999,11.3,0,0.2,148,275,76,72,2700,125,2700,125,76,72
169,318,18.1,1000.2,11.6,0,0,148,275,76,72,2700,125,3399,39,69,147
172,285,18.7,1000.9,12.9,0,1.3,169,318,69,147,3399,39,3200,36,58,138
176,287,19,1000.9,6.5,0,1.8,172,285,58,138,3200,36,3299,32,49,139
176,287,21.9,1001,-3.5,0,3.2,176,287,49,139,3299,32,3299,32,49,139
114,203,21.9,1001.3,-4.3,0,5.2,176,287,49,139,3299,32,1399,40,30,83
64,123,21,1002,-4.3,0,3,114,203,30,83,1399,40,400,76,6,28
41,87,21.1,1002.4,-2.8,0,1.6,64,123,6,28,400,76,300,86,4,16
53,105,21.9,1003.4,-1.4,0,2.9,41,87,4,16,300,86,400,77,12,21
53,105,22.9,1004,-0.6,0,4.5,53,105,12,21,400,77,400,77,12,21
53,105,23.5,1004.3,0.5,0,8,53,105,12,21,400,77,400,77,12,21
57,152,25.2,1005.1,0.6,0,3.9,53,105,12,21,400,77,400,81,13,18
40,106,26.3,1005.2,0.8,0,2.3,57,152,13,18,400,81,400,81,5,11
41,135,26.7,1004.9,2.6,0,2.7,40,106,5,11,400,81,400,106,5,11
49,92,27.9,1004.4,2.9,0,2.6,41,135,5,11,400,106,400,110,7,12
51,71,28.8,1003.8,2.1,0,3.2,49,92,7,12,400,110,400,123,4,12
43,45,29.7,1003.3,2.8,0,2.3,51,71,4,12,400,123,400,136,3,10
55,57,30.2,1003.2,1.6,0,2,43,45,3,10,400,136,400,139,3,11
53,54,29.7,1003.1,0.3,0,1.2,55,57,3,11,400,139,400,145,3,13
54,61,29.6,1003.2,1.1,0,1.8,53,54,3,13,400,145,400,149,3,16
52,84,27.4,1004.1,3.1,0,0.7,54,61,3,16,400,149,500,145,3,30
54,93,25.7,1005.1,1.7,0,1.9,52,84,3,30,500,145,700,134,4,36
58,125,25.4,1006.1,2.7,0,1.5,54,93,4,36,700,134,700,118,4,50
50,129,23.4,1006.7,3.8,0,1,58,125,4,50,700,118,600,130,6,45
60,121,22,1007.5,4.5,0,1,50,129,6,45,600,130,800,104,7,63
59,121,20.6,1008.7,5.8,0,1.2,60,121,7,63,800,104,1000,55,7,106
77,165,18.4,1009.2,6.9,0,0.9,59,121,7,106,1000,55,1300,21,13,140
72,156,17.9,1009.9,6.7,0,0.8,77,165,13,140,1300,21,900,18,12,129
55,87,16.5,1010.6,6,0,1.6,72,156,12,129,900,18,600,40,8,80
37,51,17.4,1011.2,7.4,0,1.1,55,87,8,80,600,40,400,64,5,44
53,174,15.2,1012,7.2,0,1.2,37,51,5,44,400,64,1200,27,33,84
90,249,16.3,1012.7,7.8,0,1.3,53,174,33,84,1200,27,2899,24,129,98
125,250,20.1,1013.5,4.9,0,2.4,90,249,129,98,2899,24,3399,32,148,95
149,240,21.7,1014.4,4.7,0,3,125,250,148,95,3399,32,3700,47,157,93
169,195,22.5,1014.6,5,0,2.1,149,240,157,93,3700,47,2500,71,103,66
162,195,23.5,1014.4,5.8,0,1.4,169,195,103,66,2500,71,2100,78,79,55
163,140,24.8,1013.7,6,0,2.3,162,195,79,55,2100,78,2399,89,90,54
152,165,25.9,1012.8,6,0,3.5,163,140,90,54,2399,89,2299,117,86,48
167,175,26.5,1012,4.9,0,1.9,152,165,86,48,2299,117,2200,148,79,45
152,159,27.7,1011.4,5.3,0,1.3,167,175,79,45,2200,148,2000,174,68,39
152,140,27.5,1010.9,5.1,0,1.8,152,159,68,39,2000,174,1399,209,44,22
118,127,27,1010.6,5.9,0,2.3,152,140,44,22,1399,209,1000,201,30,20
86,121,27.3,1010.3,5.5,0,2.8,118,127,30,20,1000,201,800,195,24,21
84,106,26.1,1010.3,7.6,0,1.6,86,121,24,21,800,195,700,177,18,22
64,129,25.2,1010.9,6.4,0,2.4,84,106,18,22,700,177,800,188,22,26
77,166,24,1011.6,6.3,0,1.7,64,129,22,26,800,188,1000,188,28,35
106,142,22.8,1012.1,6.1,0,2.1,77,166,28,35,1000,188,1200,162,25,32
46,118,21.3,1013.1,6.8,0,1.7,106,142,25,32,1200,162,800,124,17,30
42,113,20.5,1013.9,7.8,0,1.3,46,118,17,30,800,124,1000,88,21,40
43,103,19.5,1014.3,8.5,0,1.5,42,113,21,40,1000,88,1000,75,23,43
46,109,18.3,1014.2,8.5,0,2,43,103,23,43,1000,75,1100,54,24,57
47,104,16.6,1014.3,9,0,1.4,46,109,24,57,1100,54,1600,33,31,74
46,100,15.5,1014.4,9.2,0,1.2,47,104,31,74,1600,33,1500,13,31,84
43,95,15.2,1014.6,8.9,0,1,46,100,31,84,1500,13,NA,NA,34,81
47,94,13.9,1014.5,9.7,0,0.9,43,95,34,81,NA,NA,900,13,36,82
48,85,14.5,1014.9,10.3,0,0,47,94,36,82,900,13,1200,5,30,75
43,114,19.1,1015.4,10.4,0,0.7,48,85,30,75,1200,5,1100,9,24,74
56,122,20.4,1015.4,10.5,0,1.3,43,114,24,74,1100,9,1100,20,30,69
78,121,22,1015.2,9.8,0,1.3,56,122,30,69,1100,20,1399,34,37,70
64,83,23.4,1014.9,7.9,0,2.7,78,121,37,70,1399,34,1700,70,49,52
40,70,24.5,1014.2,8,0,2.1,64,83,49,52,1700,70,1300,102,49,42
45,74,25.7,1013.3,8.2,0,2.1,40,70,49,42,1300,102,1000,126,38,31
45,75,25.4,1012.5,8,0,2,45,74,38,31,1000,126,NA,148.6548,39,32
52,116,26.2,1011.7,7.7,0,2.3,45,75,39,32,NA,148.6548,800,175,29,24
55,126,25.7,1011.1,8.2,0,2.2,52,116,29,24,800,175,800,191,26,17
51,91,25.6,1010.5,9,0,2.8,55,126,26,17,800,191,800,197,26,17
55,102,25.2,1009.9,9.1,0,2.1,51,91,26,17,800,197,900,195,26,21
58,92,24.9,1009.6,7.5,0,1.6,55,102,26,21,900,195,1000,195,28,21
72,118,24.4,1009.5,7.5,0,2.6,58,92,28,21,1000,195,1399,191,43,30
67,107,22.5,1010.6,10.9,0,2.2,72,118,43,30,1399,191,1399,180,41,35
75,165,21.9,1010.8,10.7,0,1.3,67,107,41,35,1399,180,1500,156,40,44
88,158,21.2,1010.9,10.4,0,2.3,75,165,40,44,1500,156,1100,122,28,52
88,158,20.3,1011,10.4,0,1.3,88,158,28,52,1100,122,1100,122,28,52
90,151,20,1010.8,10.1,0,2,88,158,28,52,1100,122,1200,94,30,66
71,104,19.3,1010.8,10.3,0,1.3,90,151,30,66,1200,94,1200,108,30,35
82,105,18.7,1010.4,10.3,0,1.1,71,104,30,35,1200,108,1600,97,34,35
80,90,18.2,1009.8,10.3,0,1.8,82,105,34,35,1600,97,1600,100,39,28
88,98,17.8,1009.4,10.7,0,1.6,80,90,39,28,1600,100,1800,81,43,34
93,99,17.5,1009.2,10.8,0,1.2,88,98,43,34,1800,81,2100,63,54,47
102,120,17.4,1009.3,10.7,0,1.3,93,99,54,47,2100,63,1800,32,51,77
104,132,17.7,1009.3,10.8,0,1.9,102,120,51,77,1800,32,1500,29,44,77
105,118,18.3,1009.4,11.1,0,1.8,104,132,44,77,1500,29,1600,42,44,66
105,120,19.1,1009.5,11.1,0,1.3,105,118,44,66,1600,42,1600,44,45,71
118,136,20,1009.1,11.5,0,1.1,105,120,45,71,1600,44,1600,46,50,80
122,136,20.3,1008.9,11.5,0,1.6,118,136,50,80,1600,46,1700,58,51,78
121,136,21.8,1008.2,12.1,0,1.2,122,136,51,78,1700,58,1700,58,50,77
121,136,22.9,1007.7,11.9,0,1.2,121,136,50,77,1700,58,1700,58,50,77
125,147,24.6,1006.7,11.5,0,2.6,121,136,50,77,1700,58,1800,94,50,73
129,155,24.8,1006.1,12.1,0,2.8,125,147,50,73,1800,94,1399,174,46,46
122,141,24.6,1005.5,12.5,0,1.8,129,155,46,46,1399,174,1100,188,40,36
121,140,24.5,1005.2,12.4,0,1.8,122,141,40,36,1100,188,1100,188,40,35
110,142,24.3,1005.3,12.3,0,1.8,121,140,40,35,1100,188,1000,190,34,33
110,142,23.9,1005.4,12.2,0,1.4,110,142,34,33,1000,190,1000,190,34,33
106,129,23.3,1005.6,12.3,0,1.1,110,142,34,33,1000,190,1100,191,35,31
118,168,23.1,1005.8,13.3,0,2.1,106,129,35,31,1100,191,1100,196,39,30
144,183,21.9,1006.1,13.8,0,1.4,118,168,39,30,1100,196,1200,185,42,37
146,188,21.1,1005.7,14,0,1.7,144,183,42,37,1200,185,1300,166,45,44
150,184,20,1005.7,14.4,0,1.5,146,188,45,44,1300,166,1300,142,36,50
145,199,20.3,1005.2,13.5,0,1.5,150,184,36,50,1300,142,1500,76,33,95
158,202,19.8,1004.9,13.5,0,1.6,145,199,33,95,1500,76,1600,48,33,110
161,188,19.2,1004.7,13.4,0,1,158,202,33,110,1600,48,1600,40,35,109
158,170,18.2,1004.3,13.5,0,1.2,161,188,35,109,1600,40,2399,64,46,79
175,197,17.9,1004,13.6,0,1,158,170,46,79,2399,64,3200,68,60,65
181,207,19,1004.2,13.6,0,1.1,175,197,60,65,3200,68,3000,56,60,73
185,222,19.8,1004.5,14.4,0,1.5,181,207,60,73,3000,56,2600,55,56,72
185,222,20,1004.6,15,0,3,185,222,56,72,2600,55,NA,70.686,56,72
